Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry_CSV,Sector_CSV,Revenue,Revenue_Growth,Net_Income,Free_Cash_Flow,Full_Company_Name,ISIN_Code,Registered_Office,Telephone,Email,Taxpayer_Number,Website,Main_Business_Fields,Sector_JSON,Subsector,Industry_JSON,Sub_Industry,Securities_Administration_Bureau,Recording_Date,Recording_Board,Data_Merge_Success,Data_Source,Fax
BLUE,PT Berkah Prima Perkasa Tbk,821.37B,"2,160.00","200,3",Electronics & Computer Distribution,Technology,148.81B,-2.92%,14.77B,18.00B,PT Berkah Prima Perkasa Tbk,BLUE,"Kompleks Sunter Nirwana Asri II, Blok A no 110-111 Jl. Bisma Raya, Sunter Agung, Jakarta Utara, DKI Jakarta, Indonesia",021-6413435/ 6413436,corsec@blueprint-indonesia.com,70.559.233.5-048.000,www.blueprint-indonesia.com,Perdagangan Besar Perlengkapan Komputer dan Alat-Alat Tulis dan Kegiatan Jasa Penunjang Pencetakan,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,PT. Datindo Entrycom,2019-07-08 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,021-65302042
TGUK,PT Platinum Wahab Nusantara Tbk,489.29B,137.00,-,Food Distribution,Consumer Staples,7.21B,-94.55%,-91.46B,-6.57B,PT Platinum Wahab Nusantara Tbk.,TGUK,"Ruko Golden Square Blok GS No. 2 Jl. Ciater Raya, Kel. Mekarjaya, Kec. Serpong, Tangerang Selatan, Banten 15321",(021) 53160311,corporatesecretary@teguk.co.id,85.112.714.2-411.000,www.teguk.co.id,Bergerak dalam bidang kedai makanan dan minuman,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,PT. Adimitra Jasa Korpora,2023-07-10 Nama Jenis Aset Total Persentase,Pemantauan Khusus,True,CSV+JSON,
FLMC,PT Falmaco Nonwoven Industri Tbk,167.19B,214.00,"14,983,200",Household & Personal Products,Consumer Staples,21.18B,-55.05%,-40.45B,-20.78B,PT Falmaco Nonwoven Industri Tbk,FLMC,"De Lavida Town House, Jalan Setra Duta Indah, B-15 Kelurahan Pasirkaliki, Kecamatan Cimahi Utara, Kota Cimahi, Jawa Barat 40514",022-2022066,corporate@falmaco.com,01.723.315.6-421.000,www.falmaco-nonwoven.com,"Bergerak di bidang produksi tisu basah, kain nonwoven dan produk kesehatan lainnya",Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT. Adimitra Jasa Korpora,2021-07-08 Nama Jenis Aset Total Persentase PT. Falmaco Nonwoven Industri Tbk Consumer Goods Industry Cosmetics and Household non Durability 75.591.197.720 100 %,Akselerasi,True,CSV+JSON,-
ZBRA,PT Dosni Roha Indonesia Tbk,125.54B,50.00,"3,1",Medical Distribution,Healthcare,940.81B,-49.49%,-315.87B,355.92B,PT Dosni Roha Indonesia Tbk,ZBRA,"Graha Dosni Roha, Jl Budi Raya No. 9B, Kemanggisan, Palmerah RT 01 RW 05, Kec. Kebon Jeruk, Jakarta Barat, 11530",021-530 5600,ida.widayani@dnr.id,01.451.869.0-054.000,www.dnr.id,"Perusahaan Holding dan Angkutan Bermotor untuk Barang Umum; Perdagangan Besar Alat Laboratorium, Farmasi, dan Kedokteran; Pergudangan dan Penyimpanan Lainnya; Pelayanan Penunjang Kesehatan, melalui Entitas Anak. PT Dos Ni Roha Perdagangan 3.287.505.901 99 %",Perindustrian PT Dos Ni Roha Perdagangan 3.287.505.901 99 %,Perusahaan Holding Multi Sektor PT Dos Ni Roha Perdagangan 3.287.505.901 99 %,Perusahaan Holding Multi-sektor PT Infiniti Sentra Data Jasa Pelayanan Hosting 0 75 %,Perusahaan Holding Multi-sektor PT Surabaya Artautama Bersama Jasa Transportasi 3.293.313 96 %,PT BSR Indonesia PT Zebra Energi Jasa dan Perdagangan Lainnya 9.983.896 99 %,1991-08-01 Nama Jenis Aset Total Persentase PT Dos Ni Roha Perdagangan besar farmasi 3.077.016.809 99 %,Pengembangan PT Dos Ni Roha Perdagangan besar farmasi 3.287.505.901 99 %,True,CSV+JSON,-
IKAN,PT Era Mandiri Cemerlang Tbk,95.83B,115.00,"365,224,100",Farm Products,Consumer Staples,125.11B,-1.61%,780.99M,2.02B,PT Era Mandiri Cemerlang Tbk,IKAN,Ruko Lodan Center Blok F2-7 Jl. Lodan Raya No.2 Kelurahan Ancol Kecamatan Pademangan – Jakarta Utara 14430,021 6930017,admin@indonesiaseafood.net,02.039.113.2-046.000,www.indonesiaseafood.net,Pengolahan dan Perdagangan Hasil Perikanan,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT. Adimitra Jasa Korpora,2020-02-12 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,021 6930120
ABBA,PT Mahaka Media Tbk,228.28B,58.00,"1,134,900",Publishing,Communication Services,206.41B,4.13%,-5.70B,13.12B,Mahaka Media Tbk,ABBA,"Sahid Sudirman Centre Lt. 10, Jl. Jend. Sudirman No. 86, Jakarta 10220",(021) 573 9203,corsec@mahakax.com,01.609.052.4-054.000,www.mahakax.com,Media dan Percetakan PT AKASIA CEPAT INDONESIA PENGIRIMAN BARANG 1.000.000.000 50 %,Barang Konsumen Non-Primer PT AKASIA CEPAT INDONESIA PENGIRIMAN BARANG 1.000.000.000 50 %,Media & Hiburan PT AKASIA CEPAT INDONESIA PENGIRIMAN BARANG 1.000.000.000 50 %,Media PT AKASIA CODE DIGITAL PENGEMBANGAN SOFTWARE 1.268.959.209 50 %,Penerbitan PT AKASIA CODE DIGITAL PENGEMBANGAN SOFTWARE 1.319.265.632 50 %,PT. Adimitra Jasa Korpora PT AKASIA CODE DIGITAL PENGEMBANGAN SOFTWARE 1.265.959.043 50 %,2002-04-03 Nama Jenis Aset Total Persentase PT AKASIA CEPAT INDONESIA PENGIRIMAN BARANG 1.000.000.000 50 %,Pemantauan Khusus PT AKASIA CEPAT INDONESIA PENGIRIMAN BARANG 1.000.000.000 50 %,True,CSV+JSON,(021) 573 9210
OLIV,PT Oscar Mitra Sukses Sejahtera Tbk,199.51B,102.00,"12,474,200","Furnishings, Fixtures & Appliances",Consumer Discretionary,10.34B,-29.30%,-6.08B,1.43B,PT Oscar Mitra Sukses Sejahtera Tbk,OLIV,"Jl. Otista Raya No. 33, Jakarta Timur, Indonesia",+62218514909,coorporatesecretary@oscarliving.com,21.133.745.6-002.000,www.oscarliving.com,Perdagangan eceran furnitur dan perdagangan eceran melalui media untuk barang perlengkapan rumah tangga dan perlengkapan dapur,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,PT. Bima Registra,2022-05-17 Nama Jenis Aset Total Persentase PT ANAK SRIBU PULAU Perdagangan eceran Peralatan dan perlengkapan rumah tangga 449.125.000 99 %,Akselerasi PT ARCHIPELAGO KHATULISTIWA PERSADA Perdagangan eceran Peralatan dan perlengkapan rumah tangga 499.200.000 99 %,True,CSV+JSON,+62218514910
ZATA,PT Bersama Zatta Jaya Tbk,552.24B,70.00,"402,666,700",Apparel Retail,Consumer Discretionary,190.89B,-7.88%,1.79B,15.60B,PT Bersama Zatta Jaya Tbk,ZATA,"Komplek Industri Prapanca No.24, Cigondewah Kaler Kec. Bandung Kulon, Kota Bandung - Jawa Barat 40214",(022) 86017900,corporate@elcorps.com,31.569.863.9-428.000,www.elcorps.com,"Aktivitas Perusahaan Holding dan aktivitas Usaha Perdagangan Besar Tekstil Pakaian dan Alas Kaki dan Industri Pakaian Jadi, serta Perdagangan Eceran Pakaian melalui Perusahaan Anak PT Bersama Dauky Mulya (BDM) Perdagangan tekstil 79.383.089.551 99 %",Barang Konsumen Non-Primer PT Bersama Dauky Mulya (BDM) Perdagangan tekstil 76.586.697.874 99 %,Perdagangan Ritel PT Bersama Dauky Mulya (BDM) Perdagangan tekstil 76.992.927.344 99 %,Ritel Khusus PT Bersama Hasana Mulya Perdagangan tekstil 0 55 %,Ritel Pakaian & Tekstil PT Bersama Zatta Mulya Perdagangan tekstil 305.325.542.574 99 %,PT. Adimitra Jasa Korpora PT Bersama Zatta Mulya (BZM) Perdagangan tekstil 424.431.396.994 99 %,2022-11-10 Nama Jenis Aset Total Persentase PT Bersama Dauky Mulya Perdagangan tekstil 63.722.263.966 70 %,Utama PT Bersama Dauky Mulya (BDM) Perdagangan tekstil 79.383.089.551 99 %,True,CSV+JSON,
KIOS,PT Kioson Komersial Indonesia Tbk,83.92B,78.00,"61,215,300",Software - Application,Technology,38.25B,-70.74%,-4.92B,-,PT Kioson Komersial Indonesia Tbk.,KIOS,"Alaydrus No. 66 BC, Kel. Petojo Utara, Kec. Gambir, Jakarta Pusat",+6221-6317523,corsec@kioson.com,73.560.773.1-029.000,https://kioson.app/,Perdagangan online (e-commerce) dan teknologi,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT. Sinartama Gunita,2017-10-05 Nama Jenis Aset Total Persentase PT Gudang Pintar Indonesia Pergudangan dan Penyimpanan 2.235.710.799 70 %,"Pengembangan PT Retail Kita Indonesia Perdagangan & Jasa 98.239.095.900 99,99 %",True,CSV+JSON,-
ASDM,PT Asuransi Dayin Mitra Tbk,226.56B,585.00,"28,8",Insurance - Diversified,Financials,243.12B,11.37%,31.84B,29.50B,Asuransi Dayin Mitra Tbk,ASDM,Wisma Hayam Wuruk Lt. 7 Jl. Hayam Wuruk No. 8 Jakarta 10120,021-80868888,csecretary@dayinmitra.com,001.316.236.7-054.000,www.asuransidayinmitra.com,Asuransi Kerugian,Keuangan,Asuransi,Asuransi,Asuransi Umum,PT. Datindo Entrycom,1989-12-15 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,021-3453457
PGLI,PT Pembangunan Graha Lestari Indah Tbk,241.07B,540.00,"1,888,200",Lodging,Consumer Discretionary,18.79B,-8.26%,-617.30M,-1.04B,Pembangunan Graha Lestari Indah Tbk,PGLI,"Hotel Travellers Suites Medan, Jl.Listrik No.15, Kelurahan Petisah Tengah, Kecamatan Medan Petisah, Medan - Kode Pos 20112",061-4535888,info@ptpgli.co.id,01.517.069.9-054.000,www.ptpgli.co.id,Perhotelan PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 662.295.332.244 35 %,Barang Konsumen Non-Primer PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 660.399.399.651 35 %,Jasa Konsumen PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 671.746.999.972 35 %,Pariwisata & Rekreasi PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 809.925.555.901 35 %,Rumah Makan PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 809.925.555.901 35 %,PT. Adimitra Jasa Korpora PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 809.925.555.901 35 %,2000-04-05 Nama Jenis Aset Total Persentase PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 672.821.537.413 35 %,Pengembangan PT. Aek Simonggo Energy Pembangkit Listrik Tenaga Minihydro (PLTM) 662.295.332.244 35 %,True,CSV+JSON,061-4534111
LUCY,PT Lima Dua Lima Tiga Tbk,156.02B,107.00,818,Restaurants,Consumer Discretionary,103.03B,-31.00%,-16.03B,27.58B,PT Lima Dua Lima Tiga Tbk,LUCY,"Gedung SCBD Lot 14, Jalan Jend Sudirman Kav 52 - 53 Kota Administrasi Jakarta Selatan, Provinsi DKI Jakarta",021–5152308,corporatesecretary@lucyintheskyjakarta.com,03.188.071.9-012.000,www.lucyintheskyjakarta.com,Bergerak dalam bidang Perdagangan dan Jasa,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT. Adimitra Jasa Korpora,2021-05-05 Nama Jenis Aset Total Persentase PT Graha Senopati Sentosa Penyediaan Makanan dan Minuman / Providing Food and Beverages 13.554.629.752 54 %,Akselerasi PT Kreasi Sejahtera Bahagia Jasa Hiburan / Entertainment 5.919.362.922 51 %,True,CSV+JSON,0
TOSK,PT Topindo Solusi Komunika Tbk,341.27B,77.00,"77,334,900",Software - Application,Technology,1.94T,-19.08%,7.58B,-3.06B,PT Topindo Solusi Komunika Tbk.,TOSK,"Jalan P. Diponegoro No. 19, Kota Singkawang, Kalimantan Barat 79123",085348221118,corsec@topindoku.co.id,84.666.664.2-702.000,www.topindoku.co.id,Perseroan bergerak di bidang platform teknologi untuk tujuan komersil,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT. Bima Registra,"2024-02-07 Nama Jenis Aset Total Persentase PT Topindo Ikon Properti Pengoperasian real estate yang dimiliki sendiri atau sewa 47.153.045.992 99,99 %","Pengembangan PT Topindo Niaga Nusantara Penjualan barang dagangan 12.704.385.944 99,99 %",True,CSV+JSON,
HDIT,PT Hensel Davest Indonesia Tbk,71.66B,48.00,"1,936,500",Software - Infrastructure,Technology,34.94B,-87.51%,-23.08B,-,PT Hensel Davest Indonesia Tbk,HDIT,"Bussiness Park A5/05 Centre Point of Indonesia, Makassar, Sulawesi Selatan, (90121).",(0411) 6000808,corsec@hdi.co.id,03.275.285.9-805.000,www.hdi.co.id,"pengembangan aplikasi perdagangan melalui internet (e-commerce) dan pendistribusian produk digital PT Biropay Indoteknologi Global Information, communication, finance consulting and insurance, trading and consulting. 149.971.082.873 99,99 %","Teknologi PT Biropay Indoteknologi Global Informasi, komunikasi, jasa keuangan dan asuransi, perdagangan dan jasa/ Information, communication, finance consulting and insurance, trading and consulting 149.330.950.643 99,99 %","Perangkat Lunak & Jasa TI PT Biropay Indoteknologi Global Informasi, komunikasi, jasa keuangan dan asuransi, perdagangan dan jasa/ Information, communication, finance consulting and insurance, trading and consulting 148.696.836.026 99,99 %","Aplikasi & Jasa Internet PT Doeku Peduli Indonesia Informasi, komunikasi, jasa keuangan dan asuransi, perdagangan dan jasa/ Information, communication, finance consulting and insurance, trading and consulting 9.629.696.470 99,99 %","Aplikasi & Jasa Internet PT Doeku Peduli Indonesia Informasi, komunikasi, jasa keuangan dan asuransi, perdagangan dan jasa/ Information, communication, finance consulting and insurance, trading and consulting 10.049.567.916 99,99 %","PT. Adimitra Jasa Korpora PT Doeku Peduli Indonesia Information, communication, finance consulting and insurance, trading and consulting. 10.448.461.359 99,99 %","2019-07-12 Nama Jenis Aset Total Persentase PT Biropay Indoteknologi Global Information, communication, finance consulting and insurance, trading and consulting. 291.417.710.119 99,99 %","Pemantauan Khusus PT Biropay Indoteknologi Global Information, communication, finance consulting and insurance, trading and consulting. 158.649.646.359 99,99 %",True,CSV+JSON,0
TMPO,PT Tempo Inti Media Tbk,178.86B,172.00,"2,600,100",Publishing,Communication Services,199.94B,-21.97%,-1.93B,1.11B,Tempo Inti Media Tbk,TMPO,"Gedung Tempo, Lantai 5 Jl. palmerah Barat No. 8 Jakarta 12210",021-536-3790/530 6392,corsec@tempo.co.id,01.785.138.7-054.000,tempo.id,"Media dan Percetakan PT TEMPO INTI MEDIA HARIAN Penerbitan pers 118.577.184 99,99 %","Barang Konsumen Non-Primer PT TEMPRINT PERCETAKAN 263.467.770 99,98 %","Media & Hiburan PT TEMPRINT PERCETAKAN 260.204.242 99,98 %","Media PT Temprint Jasa percetakan 250.390.556 99,98 %",Penerbitan,PT. Sinartama Gunita,"2001-01-08 Nama Jenis Aset Total Persentase PT TEMPO INTI MEDIA HARIAN PENERBITAN PERS 116.971.326 99,99 %","Pengembangan PT TEMPO INTI MEDIA HARIAN PENERBITAN PERS 118.962.722 99,99 %",True,CSV+JSON,(021) 536 - 2025/7206995
INTA,PT Intraco Penta Tbk,130.41B,42.00,"574,2",Industrial Distribution,Industrials,1.03T,-0.63%,-66.88B,19.01B,Intraco Penta Tbk,INTA,"Jl. Raya Cakung Cilincing KM 3,5, RT 005, RW 010, Semper Timur, Cilincing, Jakarta Utara, DKI Jakarta Raya, 14130",021-4401408,corpsec@intracopenta.com,01.305.691.6-091.000,www.intracopenta.com,Perdagangan Alat Berat PT Inta Resources Perdagangan 1.815 99 %,Perindustrian PT Inta Sarana Infrastruktur Perdagangan 378.649 99 %,Barang Perindustrian PT Inta Trading Perdagangan 3.929 99 %,Mesin PT Intan Baru Prana Tbk Perdagangan 403.600 72 %,Mesin Konstruksi & Kendaraan Berat PT Intraco Penta Prima Servis Perdagangan & jasa 594.045 99 %,PT. Adimitra Jasa Korpora PT Intraco Penta Wahana Perdagangan & jasa 669.495 99 %,1993-08-23 Nama Jenis Aset Total Persentase PT Columbia Chrome Indonesia Perbengkelan 54.841 99 %,Pemantauan Khusus PT Inta Daya Perkasa Perdagangan 514.647 99 %,True,CSV+JSON,021-4419330; 021-4413882
RGAS,PT Kian Santang Muliatama Tbk,140.09B,102.00,"69,417,900",Oil & Gas Equipment & Services,Energy,195.02B,115.87%,3.58B,-15.49B,PT Kian Santang Muliatama Tbk.,RGAS,"Jl. Wibawa Mukti II Perum Telkom Satwika Permai Blok A5 No. 8, RT 009/RW 009 Kel. Jatiluhur, Kec. Jatiasih Bekasi 17425",021-82748249,corsec@kianmulia.com,86.731.963.4-447.000,www.kianmulia.com,"Perdagangan Besar Mesin Peralatan dan Perlengkapan Lainnya, Instalasi Mekanikal, Instalasi Minyak dan Gas. PT ERGAS FUSION INDONESIA Industri Pipa Plastik Dan Perlengkapannya, Perdagangan Besar Mesin Kantor Dan Industri Pengolahan Suku Cadang Dan Perlengkapannya 1.711.779.762 15 %","Energi PT ERGAS FUSION INDONESIA Industri Pipa Plastik Dan Perlengkapannya, Perdagangan Besar Mesin Kantor Dan Industri Pengolahan Suku Cadang Dan Perlengkapannya 1.712.048.229 15 %","Minyak, Gas & Batu Bara PT KARYA INSTRUMINDO SIMPATI Industri Alat Uji Dalam Proses Industri dan Industri Alat Ukur Dan Alat Uji Manual 3.861.211.971 99 %","Pendukung Minyak, Gas & Batu Bara PT KARYA INSTRUMINDO SIMPATI Industri Alat Uji Dalam Proses Industri dan Industri Alat Ukur Dan Alat Uji Manual 3.632.632.755 99 %","Jasa & Perlengkapan Minyak, Gas & Batu Bara PT KARYA INSTRUMINDO SIMPATI Industri Alat Uji Dalam Proses Industri dan Industri Alat Ukur Dan Alat Uji Manual 4.191.200.044 99 %",PT. Adimitra Jasa Korpora PT KARYA INSTRUMINDO SIMPATI Industri Alat Uji Dalam Proses Industri dan Industri Alat Ukur Dan Alat Uji Manual 3.333.472.204 99 %,"2023-11-08 Nama Jenis Aset Total Persentase PT ERGAS FUSION INDONESIA Industri Pipa Plastik Dan Perlengkapannya, Perdagangan Besar Mesin Kantor Dan Industri Pengolahan Suku Cadang Dan Perlengkapannya 6.618.182.895 15 %","Pengembangan PT ERGAS FUSION INDONESIA Industri Pipa Plastik Dan Perlengkapannya, Perdagangan Besar Mesin Kantor Dan Industri Pengolahan Suku Cadang Dan Perlengkapannya 1.709.055.696 15 %",True,CSV+JSON,
MREI,PT Maskapai Reasuransi Indonesia Tbk,502.26B,975.00,"66,4",Insurance - Reinsurance,Financials,2.35T,1.82%,92.10B,-31.64B,Maskapai Reasuransi Indonesia Tbk,MREI,"Plaza Marein, 18th Floor Jl. Jend. Sudirman Kav. 76-78 Jakarta 12910",579-36558,marein@marein-re.com,01.315.822.5-054.000,www.marein-re.com,Reasuransi,Keuangan,Asuransi,Asuransi,Reasuransi,PT. EDI Indonesia,1989-09-04 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,5793 6580; 5793 6583
NAIK,PT Adiwarna Anugerah Abadi Tbk,382.64B,115.00,"6,291,400",Building Materials,Materials,239.20B,92.19%,36.91B,34.09B,PT Adiwarna Anugerah Abadi Tbk,NAIK,"Perkantoran Mutiara Taman Palem No. 53 Cengkareng Timur, Kec. Cengkareng, Kota Adm. Jakarta Barat, Prov. DKI Jakarta 11730",29020216,corpsecretary@adiwarna.co.id,02.657.007.7-034.000,https://www.adiwarna.co.id/,Bergerak dalam bidang Perdagangan Sistem Proteksi Kebakaran dan Jasa Sistem Proteksi Kebakaran,Perindustrian,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian,PT. Adimitra Jasa Korpora,2024-11-13 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,(021) 29020217
BRNA,PT Berlina Tbk,685.38B,725.00,"47,8",Packaging & Containers,Consumer Discretionary,1.05T,2.87%,15.71B,-43.43B,Berlina Tbk,BRNA,"Jl. Jababeka Raya Kawasan Industri Jababeka - Cikarang No.E12-17, Wangunharja, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530",(021) 89830160,brna.corsec@berlina.co.id,01.132.923.2-054.000,www.berlina.co.id,Industri Kemasan Plastik PT Lamipak Primula Indonesia Industri laminasi plastik dan kemasan 378.697.904 70 %,"Barang Baku PT Natura Plasindo Industri pengolahan plastik, Perdagangan dan Jasa 15.769.743 99,99 %","Barang Baku PT Quantex Industri kemasan plastik, perdagangan dan jasa 27.559.769 99,49 %",Wadah & Kemasan,Wadah & Kemasan,PT. Adimitra Jasa Korpora,1989-11-06 Nama Jenis Aset Total Persentase Berlina Singapore Pte. Ltd Industri plastik dan perdagangan umum 0 100 %,Pengembangan Hefei Paragon Plastic Packaging Co. Ltd Industri botol dan cap plastik dan sikat gigi 246.509.347 100 %,True,CSV+JSON,-
DYAN,PT Dyandra Media International Tbk,376.02B,88.00,"3,637,200",Entertainment,Communication Services,1.29T,-18.00%,52.21B,122.80B,PT Dyandra Media International Tbk.,DYAN,"Gedung Dyandra Jalan Johar No.9, Kel. Gondang dia, Kec. Menteng, Jakarta Pusat",02153673111,corsec@dyandramedia.com,0024926057054000,www.dyandramedia.com,"Jasa Perindustrian PT GRAHA MULTI UTAMA Hotel 198.084.990.104 99,96 %","Perindustrian PT NUSA DUA INDONESIA Konvensi dan Eksibisi 464.682.113.462 99,99 %",Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis,PT. Raya Saham Registra,"2013-03-25 Nama Jenis Aset Total Persentase PT DYAMALL GRAHA UTAMA Penunjang Acara 41.425.470.741 99,99 %","Pengembangan PT DYANDRA PROMOSINDO Penyelenggara Acara/Event Organizer 542.560.291.087 99,56 %",True,CSV+JSON,02131996277
SMLE,PT Sinergi Multi Lestarindo Tbk,726.38B,304.00,"2,955,600",Specialty Chemicals,Materials,209.51B,-2.41%,-1.13B,-18.84B,PT Sinergi Multi Lestarindo Tbk,SMLE,"Business Park Kebon Jeruk Blok I 5-6 Jl. Raya Meruya Illir, Kav.88 Meruya Utara Kembangan Jakarta Barat 11620",(021) 3006 7971,corsec@ptsml.id,031019276035000,www.ptsml.id,"Perseroan Bergerak di Bidang Perdagangan Bahan Kimia Khusus untuk Bahan Baku Makanan & Minuman, Bahan Baku Perawatan Diri, dan Bahan Baku Kimia Industri",Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT. Bima Registra,2024-01-10 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,(021) 30067993
KING,PT Hoffmen Cleanindo Tbk,525.24B,204.00,"352,6",Specialty Business Services,Industrials,141.40B,-44.47%,5.84B,23.14B,PT Hoffmen Cleanindo Tbk,KING,"Jl Raya Jembatan Tiga No 8, Penjaringan, Jakarta Utara 14440",021-6628126,corsec@hoffmen.co.id,0026819813041000,www.hoffmen.co.id,"Perseroan bergerak dalam bidang usaha Jasa Cleaning Service, Security, Washroom Hygiene, Suplai Tenaga Kerja dan Parkir melalui Entiitas anak PT HOFFMEN PARKINDO JASA PARKIR 2.993.939.216 99,02 %","Perindustrian PT HOFFMEN PARKINDO JASA PENGELOLA PARKIR 2.955.619.400 99,02 %",Jasa Perindustrian,Jasa Profesional,Jasa Personalia,PT. Adimitra Jasa Korpora,"2023-02-16 Nama Jenis Aset Total Persentase PT Hoffmen Parkindo Pengelolaan jasa perparkiran 2.848.000.063 99,02 %","Akselerasi PT HOFFMEN PARKINDO JASA PARKIR 2.993.939.216 99,02 %",True,CSV+JSON,021-6629030
TRIS,PT Trisula International Tbk,556.77B,180.00,"248,5",Apparel Manufacturing,Consumer Discretionary,1.59T,6.76%,55.12B,75.32B,Trisula International Tbk,TRIS,Trisula Center. Jl. Lingkar Luar Barat Blok A No. 1 Jakarta 11740,021-58357377,corporate.secretary@trisula.com,02.420.282.2-054.000,www.trisula.co.id,"Perdagangan pakaian jadi (garmen), industri garmen, industri tekstil serta usaha terkait lainnya. Mido Uniforms Pte. Ltd. (MU) Penyalur dan penjual pakaian seragam 33 85 %",Barang Konsumen Non-Primer Mido Uniforms Pte. Ltd. (MU) Penyalur dan penjual pakaian seragam 36 85 %,Pakaian & Barang Mewah Mido Uniforms Pte. Ltd. (MU) Penyalur dan penjual pakaian seragam 36 85 %,Pakaian & Barang Mewah Mido Uniforms Pte. Ltd. (MU) Penyalur dan penjual pakaian seragam 36 85 %,"Pakaian, Aksesoris, & Tas PT Bina Citra Sentosa Distributor 6.660.191.073 40,88 %","PT. Sinartama Gunita PT Bina Citra Sentosa (BCG) Distributor 8 41,07 %",2012-06-28 Nama Jenis Aset Total Persentase Mido Uniforms Pte Ltd Penyalur dan penjual pakaian seragam 27.407.881.647 85 %,Pengembangan Mido Uniforms Pte. Ltd. (MU) Penyalur dan penjual pakaian seragam 47 85 %,True,CSV+JSON,021-58358033
HAIS,PT Hasnur Internasional Shipping Tbk,551.51B,210.00,"9,814,400",Marine Shipping,Industrials,913.99B,-10.95%,100.16B,-125.20B,PT Hasnur Internasional Shipping Tbk,HAIS,"Gedung Office 8 Lantai 3, Jl. Senopati No. 8B, Kel. Senayan, Kec. Kebayoran Baru, Jakarta Selatan, DKI Jakarta 12190 - Indonesia",(62-21) 29343888,corsec.his@hasnurgroup.com,02.900.072.6-038.000,https://www.pthis.id,Angkutan Laut Dalam Negeri untuk Barang Umum dan Barang Khusus PT Hasnur Multi Sinergi Jasa bongkar muat 61.355 55 %,"Transportasi & Logistik PT Hasnur Resources Terminal Penyedia jasa terminal dan fasilitas pelabuhan lainnya 169.540 98,65 %",Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT. Adimitra Jasa Korpora,"2021-09-01 Nama Jenis Aset Total Persentase PT Barito Jaya Sarana Jasa bongkar muat 485 99,80 %","Pengembangan PT Hasnur Mitra Sarana Jasa bongkar muat 7.442 99,80 %",True,CSV+JSON,(62-21) 29343777
KOBX,PT Kobexindo Tractors Tbk,374.96B,163.00,"3,527,000",Farm & Heavy Construction Machinery,Industrials,1.76T,-13.59%,-177.98B,468.39B,Kobexindo Tractors Tbk,KOBX,"Kobexindo Tower, Jl. Pasir Putih Raya Blok E-5-D RT.000 RW.000 Ancol, Pademangan, Jakarta Utara, DKI Jakarta, 14430","(021) 6470-0800, 6470-0808",corsec@kobexindo.com,02.198.951.2-054.000,www.kobexindo.com,Bidang distribusi dan perdagangan alat berat dan suku cadangnya serta jasa terkait PT Kobexindo Equipment Perdagangan dan Jasa 1.056.603.256 99 %,Perindustrian PT Kobexindo Konstruksi Indonesia Perdagangan dan Jasa 144.553.101 99 %,Barang Perindustrian PT Kobexindo Rental Nusantara Perdagangan dan Jasa 242.259.351 99 %,Mesin,Mesin Konstruksi & Kendaraan Berat,PT. Datindo Entrycom,2012-07-05 Nama Jenis Aset Total Persentase PT Eurotruk Transindo Perdagangan dan Jasa 526.659.436 99 %,"Pengembangan PT Khatulistiwa Prima Sejahtera Perdagangan dan Jasa 382.112.315 99,71 %",True,CSV+JSON,"(021) 6470-0900, 6470-0909"
